channel,band,n_day,n_night,t_stat,p_value,power,mean_day,mean_night,HYP
20,Beta,24,31,0.24340648387409844,0.808631314584879,0.05609657457625225,9.504171259698618e-05,9.007474706545586e-05,False
52,Beta,24,31,-0.240656557907329,0.8107532621743764,0.05610120685768261,2.6772782115238293e-05,2.7653328768326597e-05,False
32,Alpha,24,31,-0.23889730286321564,0.812183417853826,0.0563743908329184,9.883016210194314e-05,0.00010281389157344363,False
33,Tetta,24,31,-0.21783283197224734,0.8284269014460097,0.054698555074982474,0.0001187544795994011,0.00012258405930609805,False
1,Delta,24,31,0.2148439269756365,0.8307512437229878,0.05454753608869573,0.0002534348193354724,0.0002414649144919105,False
37,Delta,24,31,0.20954351047203837,0.8348313755538825,0.05463288342627878,0.00013708475611153495,0.00013285749663375314,False
58,Delta,24,31,-0.20684038996794904,0.8370320742498003,0.05487069669629197,0.000212558875227819,0.00021913921498720648,False
45,Delta,24,31,0.19230990751527144,0.8482345784558155,0.05384622889830594,0.00016545569342440235,0.0001623535099682343,False
47,Beta,24,31,0.18630071857998545,0.8530317428984663,0.053983755651240216,6.30791887374583e-05,5.954659517039116e-05,False
1,Alpha,24,31,0.1780412181567831,0.859378924599008,0.0533825096440333,0.00016985461187331522,0.00016149060191813556,False
21,Tetta,24,31,0.17528312676050126,0.8615863002726252,0.053438254485227196,6.93984258559466e-05,6.77257627120363e-05,False
2,Tetta,24,31,0.17297941743412631,0.8633727739132278,0.05331513349750641,0.00012466735359430639,0.00012113399841214512,False
5,Delta,24,31,0.1722265285334296,0.8640393079153915,0.05343948365598333,0.0001698712531226866,0.00016515436064460585,False
59,Alpha,24,31,-0.17153379283242828,0.8645511641638833,0.053360489492220727,0.00016920914607878595,0.0001776144856054968,False
47,Delta,24,31,0.1712263355601518,0.8647959275300916,0.05335642392791819,0.00019098477655211748,0.00018583069678582,False
23,Tetta,24,31,0.17027224845118086,0.8654804754963118,0.053187796942715276,7.34532869926077e-05,7.183290706608812e-05,False
25,Beta,24,31,0.16989134043200824,0.8657533377592928,0.05289744399058785,4.1606001566731893e-05,4.0480779907781245e-05,False
34,Delta,24,31,-0.16838120132642853,0.8669957186697133,0.05271447096187966,0.00017089643414946025,0.0001749347306889381,False
3,Delta,24,31,-0.16100890162395723,0.8727387584405115,0.05252602380439333,0.000679267464335579,0.0007529149876108765,False
4,Delta,24,31,-0.16072954279299165,0.8729213369023903,0.0526244924984879,0.00026569703961993983,0.00027215015939450484,False
31,Tetta,24,31,-0.14921974542270633,0.8819999312256074,0.0524931531725899,0.000415119946704384,0.0004491487494072692,False
35,Tetta,24,31,0.1444582781739119,0.8857656705780055,0.05238263564745925,0.0001549655564124883,0.00015010228802414297,False
38,Alpha,24,31,0.14357550635632507,0.8865507143788371,0.05247377584318921,7.634246963808562e-05,7.433294209763719e-05,False
