channel,band,n_day,n_night,t_stat,p_value,power,mean_day,mean_night,HYP
58,Beta,24,31,0.13769000330690298,0.8910627513296564,0.05213329265749922,0.00010131889878528685,9.68430561823445e-05,False
28,Delta,24,31,-0.13464449686120053,0.8934709193838265,0.0517224944114382,0.0001546997036781517,0.00015758690450862336,False
13,Beta,24,31,-0.12558938387548882,0.9005379902893663,0.05167804507980059,5.257831646323755e-05,5.40974303651433e-05,False
52,Alpha,24,31,0.1234591509935289,0.9022961053950128,0.05176249142830518,0.00011318044913158046,0.00011089785641805947,False
21,Alpha,24,31,0.11188464535459375,0.9113458410644374,0.0513414379509598,0.00010362447089557279,0.00010199626244564573,False
54,Tetta,24,31,-0.09532059412769246,0.9244255773995949,0.05097047010667156,7.026092214811496e-05,7.109276902249056e-05,False
15,Tetta,24,31,-0.09133610179672151,0.927601028181019,0.05093169853166641,0.00015696764861626128,0.0001592339408160879,False
2,Alpha,24,31,0.08105730544214082,0.9358217311150677,0.05080304970878781,0.00011412878680945589,0.00011222957466169369,False
39,Alpha,24,31,0.0714577339443122,0.9433045495339742,0.05053987389794058,8.842587439402143e-05,8.752587619583258e-05,False
21,Delta,24,31,0.06446089750712204,0.9488940996438171,0.050387375904836246,9.307599396233492e-05,9.21221178241295e-05,False
8,Beta,24,31,-0.062025837841921935,0.9507850173673504,0.050379204268160505,0.00016395827526594756,0.00016704885013743147,False
3,Beta,24,31,0.05995739645671819,0.95241508848671,0.0503712268956622,8.109080097249654e-05,8.001601233278665e-05,False
1,Tetta,24,31,-0.059233853298552804,0.9529948930414349,0.0503485487222341,0.0002086471685411504,0.00021198634325207019,False
50,Beta,24,31,0.05459623887590589,0.9567374540827025,0.05036060309504351,6.079473564156451e-05,5.934516002939048e-05,False
39,Tetta,24,31,0.051023114033686895,0.9594989278218301,0.05026970470189676,6.865778838575191e-05,6.822990936374484e-05,False
10,Delta,24,31,-0.04331901849197557,0.9656217931765616,0.050182062100599736,0.00010804970339710656,0.00010865436258252754,False
43,Tetta,24,31,-0.037132103761751876,0.9705215816674915,0.05014730614274739,0.0001164251358921458,0.00011717343839109525,False
3,Tetta,24,31,0.0328412601169283,0.9739654964316448,0.050129857707778884,0.00022511723207997776,0.00022288432844132708,False
45,Beta,24,31,0.021616069415337207,0.9828461576077319,0.050053046003923796,4.9213676117677224e-05,4.907329890658628e-05,False
62,Tetta,24,31,0.020998785125992587,0.9833263621486914,0.05004680487414576,0.00014876332805912676,0.0001483846617035035,False
52,Delta,24,31,-0.020090950816211827,0.9840527356149865,0.05003894393005394,8.946234144895608e-05,8.971252394687076e-05,False
19,Tetta,24,31,0.01918524382190373,0.984766342417144,0.05003917106069468,0.00014711236290532758,0.00014653008532161422,False
55,Tetta,24,31,0.006717239594101529,0.99467487339298,0.050005475417889356,9.47502297762565e-05,9.462476752176672e-05,False
39,Delta,24,31,-0.0009445530587244174,0.9992502380130142,0.050000085783475014,0.00010711091999075693,0.00010712433994680179,False
